,game,release,peak_players,total_reviews,rating
34289,Space Castle,2020-11-17,1,2,44.31
34290,Zombie School Survival,2020-07-13,2,2,44.31
34291,The Horrors at Castle Wülhein,2020-07-13,2,2,44.31
34292,회사 키우기,2020-09-28,4,2,44.31
34293,Snake In The Cube,2020-12-17,2,2,44.31
34294,Zombie Frenzy,2020-08-31,2,2,44.31
34295,Pac vs Ghosts,2020-07-14,1,2,44.31
34296,Spirit Messages,2020-07-28,1,2,44.31
34297,Kaiju Krashers,2020-08-15,1,2,44.31
34298,Hunted,2020-09-05,1,2,44.31
34299,The Call Centre,2020-08-22,2,2,44.31
34300,Grand Father ISLAND,2020-08-19,2,2,44.31
34301,Hate Wave,2020-09-03,1,2,44.31
34302,Hentai Babe Buffy,2020-08-31,3,2,44.31
34303,Galaxy in Peril: Time Trouble,2020-10-01,2,2,44.31
34304,EPEJSODION Dodgeball Defense,2020-09-03,2,2,44.31
34305,ODDITYGIRLs: Virtual World,2020-10-23,8,2,44.31
34306,RENEGADE,2020-10-02,83,2,44.31
34307,Silence in the Dark,2020-11-10,1,2,44.31
34308,Sweet Time,2020-11-19,2,2,44.31
34309,Traveler of Artcaster,2020-09-21,2,2,44.31
34310,VR Maze,2020-10-10,1,2,44.31
34311,Heart World,2020-12-25,2,2,44.31
34312,MVorpheus,2020-10-22,2,2,44.31
34313,The Summoner,2020-10-08,2,2,44.31
34314,Divide & Conquer,2020-12-22,1,2,44.31
34315,Jigsaw Tour,2020-11-23,3,2,44.31
34316,Jump Again!,2020-10-23,2,2,44.31
34317,Too Different,2020-10-09,14,2,44.31
34318,Puzzle Bowling,2020-11-27,2,2,44.31
34319,Terra Bomber,2020-10-28,1,2,44.31
34320,Vortex Escape,2020-11-24,1,2,44.31
34321,Construction Playground,2020-12-08,2,2,44.31
34322,Orlando the Fireman,2020-11-05,1,2,44.31
34323,Auto Island,2020-11-29,2,2,44.31
34324,jetPIN,2020-11-20,1,2,44.31
34325,Kris Kringle's Christmas Village VR,2020-12-15,5,2,44.31
34326,The Lost Shrine - Escape Room,2020-11-18,3,2,44.31
34327,Eugenes Dream The Daily Ins And Outs Of A Sane Robot In An Insane World,2020-11-28,1,2,44.31
34328,Lantern Light VR,2020-12-01,1,2,44.31
34329,Model City,2020-11-08,2,2,44.31
34330,Shotgun  Dungeons  Laser Traps,2020-11-23,1,2,44.31
34331,X遊戲,2020-12-02,1,2,44.31
34332,Variable,2020-12-14,2,2,44.31
34333,Brutality club,2020-12-11,2,2,44.31
34334,Cafe Simulator,2020-12-22,1,2,44.31
34335,RunningMarty,2020-12-13,2,2,44.31
34336,Pixelum,2020-10-01,7,32,44.25
34337,CODE SHIFTER,2020-01-30,27,31,44.06
34338,War Saber,2020-05-06,3,12,44.0
34339,Sokpop S07: Uniseas,2020-02-23,9,12,44.0
34340,Fast Typing Master,2020-10-28,3,12,44.0
34341,Mushroom Picker Simulator,2020-08-19,11,23,43.98
34342,Manipulate: Sacrifice,2020-08-12,2,5,43.95
34343,SexyHub ❤️,2020-04-06,2,5,43.95
34344,Reconstruction,2020-03-10,2,5,43.95
34345,HENTAI RESORT - Dream Paradise,2020-03-05,5,5,43.95
34346,Live To Win,2020-02-13,1,5,43.95
34347,BloodRelation_Part1,2020-03-03,5,5,43.95
34348,War for Magincia,2020-06-04,28,5,43.95
34349,Help Me Now,2020-03-27,2,5,43.95
34350,Chronicles of Honor,2020-04-17,3,5,43.95
34351,Shoot Covid-19,2020-09-03,1,5,43.95
34352,INVASION,2020-04-16,2,5,43.95
34353,Undead Run,2020-05-28,3,5,43.95
34354,Drive & Drift,2020-05-22,3,5,43.95
34355,Viking Idle,2020-09-04,5,5,43.95
34356,Damien,2020-10-29,2,5,43.95
34357,Jump With Dragons,2020-11-24,2,5,43.95
34358,Relax Memory Game,2020-12-16,3,5,43.95
34359,Beat The Moles,2020-12-26,3,5,43.95
34360,VELUCITY,2020-06-16,42,57,43.88
34361,Fallen Region,2020-11-02,11,64,43.8
34362,Bellatia,2020-05-07,10,26,43.8
34363,Zombie Crisis,2020-02-24,3,8,43.68
34364,Aeioth,2020-06-21,8,8,43.68
34365,Saturn Quest: Shadow of Planetus,2020-04-14,2,8,43.68
34366,My Isekai After Life is a romantic comedy RPG game!?,2020-07-17,2,8,43.68
34367,Throw It,2020-11-24,6,8,43.68
34368,Our Way,2020-08-16,5,8,43.68
34369,Hentai Fighter,2020-10-07,4,8,43.68
34370,Chill IV,2020-12-04,2,8,43.68
34371,Nerved,2020-05-28,3,11,43.47
34372,War of the Barrenlands,2020-09-01,3,11,43.47
34373,炎黄大陆,2020-02-27,8,11,43.47
34374,Hanapon Princess,2020-07-20,3,11,43.47
34375,Sex Quest,2020-12-04,8,11,43.47
34376,Pripyat-3,2020-12-03,4,11,43.47
34377,Crucible,2020-05-21,25145,6237,43.46
34378,Pizza Delivery Boy,2020-05-30,4,14,43.31
34379,Hentai Girls VR,2020-08-15,4,14,43.31
34380,Sokpop S06: sokbots,2020-01-17,13,17,43.17
34381,Kingdom of Corrupts,2020-06-17,2,17,43.17
34382,Witching Tower: Heroes,2020-04-29,3,10,42.83
34383,Boston Nursing Home,2020-09-16,5,10,42.83
34384,TITAN HUNTER,2020-02-17,3,7,42.82
34385,Gun Chain,2020-05-01,2,7,42.82
34386,Broken of Darkness,2020-02-09,5,7,42.82
34387,WWII Partisanen,2020-07-13,3,7,42.82
34388,The Benjamins,2020-09-06,12,7,42.82
34389,Curling On Line,2020-07-29,3,7,42.82
34390,The Beast of Stormy Forest,2020-09-29,2,7,42.82
34391,Zball II,2020-09-09,4,7,42.82
34392,Interactive Empathy,2020-12-04,2,7,42.82
34393,Sweet Honey,2020-11-25,6,7,42.82
34394,A letter to you,2020-09-24,4,13,42.79
34395,Art of Boxing,2020-03-09,9,42,42.77
34396,Explore Girl · Rope Sprite / 探险少女·缚姬索,2020-08-07,11,16,42.74
34397,Warsworn: DRAGON OF JAPAN - EMPIRE EDITION,2020-05-25,7,19,42.69
34398,PORN Handyman VR,2020-07-17,4,22,42.64
34399,The Seeker,2020-08-20,4,4,42.61
34400,Colonies End,2020-08-03,2,4,42.61
34401,Next Hand Master,2020-01-16,2,4,42.61
34402,Demolition Expert - The Simulation,2020-11-24,4,4,42.61
34403,Treasure Tomb VR,2020-07-31,4,4,42.61
34404,SEN: Seven Eight Nine,2020-02-06,4,4,42.61
34405,Arktrum,2020-10-15,1,4,42.61
34406,Terra Incognita,2020-01-28,1,4,42.61
34407,Economica,2020-03-02,1,4,42.61
34408,長星 Long Star,2020-02-26,2,4,42.61
34409,VE GSIM Overhead Crane Simulator,2020-02-24,4,4,42.61
34410,Quick Trivia,2020-03-17,4,4,42.61
34411,Cyber Driver VR,2020-03-27,2,4,42.61
34412,Planet 2000,2020-04-30,3,4,42.61
34413,Color Crush,2020-04-22,3,4,42.61
34414,EPICA,2020-12-10,2,4,42.61
34415,Mobocratic,2020-04-30,3,4,42.61
34416,Hidden,2020-07-13,3,4,42.61
34417,THE Z LAND : FPS SURVIVAL,2020-06-07,2,4,42.61
34418,Angkor: Celebrations,2020-07-22,3,4,42.61
34419,Super Huey III,2020-10-16,2,4,42.61
34420,My Mind Ghost,2020-07-03,2,4,42.61
34421,Adventure Farm VR,2020-07-01,2,4,42.61
34422,Discovery Yard Investigation,2020-08-21,2,4,42.61
34423,Picross Beach Paradise,2020-09-04,5,4,42.61
34424,Astrotour VR,2020-09-23,2,4,42.61
34425,Factorization,2020-10-06,6,4,42.61
34426,Solicitude Wake-up,2020-11-09,2,4,42.61
34427,Arcade games collection,2020-11-26,2,4,42.61
34428,The Legend of Arcadieu 2,2020-11-02,1,4,42.61
34429,Wicked Rails VR,2020-12-10,2,4,42.61
34430,BoatMan,2020-12-16,2,4,42.61
34431,VR Luxury Life (Be a Billionaire),2020-12-29,2,4,42.61
34432,Rebirth Online,2020-08-04,178,173,42.59
34433,Loco Parentis VR,2020-03-13,7,21,42.27
34434,Emerald Lake,2020-07-27,6,18,42.27
34435,T.A.R.S,2020-03-02,5,15,42.24
34436,Hentai Splash,2020-03-26,3,15,42.24
34437,InvaderSwarm,2020-12-16,3,15,42.24
34438,Dragon and Weed: Origins - Prologue,2020-08-28,4,12,42.18
34439,Spartan Commander Realtime,2020-03-31,3,9,42.04
34440,去死吧蝙蝠,2020-03-02,2,9,42.04
34441,Rip Them Off,2020-09-24,8,9,42.04
34442,Gun Master,2020-06-04,2,9,42.04
34443,Perv Simulator VR,2020-07-10,4,9,42.04
34444,Wolf Territory,2020-07-15,2,9,42.04
34445,Aeon blood,2020-08-31,3,9,42.04
34446,DIG THE GROUND,2020-10-15,5,9,42.04
34447,Hollywood Hero: Comeback,2020-12-10,2,9,42.04
34448,街机金蟾捕鱼2,2020-10-12,42,35,41.96
34449,THE INSIDER,2020-05-26,6,29,41.95
34450,NBA 2K21,2020-09-04,31826,22893,41.94
34451,Underfire,2020-07-19,4,17,41.79
34452,SpyHack,2020-12-04,5,6,41.67
34453,Life Hutch VR,2020-05-02,2,6,41.67
34454,Hot steel,2020-02-28,2,6,41.67
34455,A Squire's Tale,2020-05-14,27,6,41.67
34456,Digital Dungeon Tiles,2020-04-13,6,6,41.67
34457,DJIGULI,2020-04-28,2,6,41.67
34458,Robo Terror,2020-07-04,3,6,41.67
34459,Skinwalkers,2020-12-24,2,6,41.67
34460,Chill X,2020-12-22,2,6,41.67
34461,The Dark Eye : Book of Heroes,2020-06-10,450,118,41.63
34462,Galaxy in Turmoil,2020-05-23,215,176,41.58
34463,Magnificent 5,2020-01-23,55,77,41.47
34464,Beyond Enemy Lines 2 Online,2020-07-07,8,11,41.45
34465,Guardians Of Rings,2020-01-06,3,11,41.45
34466,Cemetery War,2020-06-08,11,11,41.45
34467,Server is Down,2020-09-25,5,11,41.45
34468,Number One Rich,2020-11-11,26,11,41.45
34469,捕鱼炸翻天,2020-10-27,16,33,41.43
34470,Humans V Zombies,2020-07-29,12,16,41.25
34471,Achievement Killer,2020-10-11,2,21,41.08
34472,Intro Maker,2020-06-04,2,8,41.03
34473,Sokpop S01: New Colony,2020-01-17,2,8,41.03
34474,Pandemic: The Virus Outbreak,2020-06-04,2,8,41.03
34475,Goblin Rush,2020-06-24,2,8,41.03
34476,Truck Crash,2020-07-02,2,8,41.03
34477,Borderus: Angels & Demons,2020-11-23,2,8,41.03
34478,Virus Buster,2020-03-14,3,13,41.0
34479,Long Car Journey - A road trip game,2020-06-04,6,13,41.0
34480,Living in the Ending World,2020-09-22,14,13,41.0
34481,Strip Black Jack - Manga Edition,2020-04-09,15,18,40.9
34482,FPV Speed Drone,2020-12-07,16,23,40.79
34483,Gun Brothers,2020-08-18,6,60,40.65
34484,Warhawks,2020-07-10,1,1,40.58
34485,Nerepis,2020-03-03,2,1,40.58
34486,Furious Drivers,2020-02-04,6,1,40.58
34487,Dairy Farm Simulator,2020-12-15,1,1,40.58
34488,Blue Time,2020-04-15,1,1,40.58
34489,Survive Together,2020-08-25,2,1,40.58
34490,SpaceFrog VR,2020-10-16,2,1,40.58
34491,Aye Aye  Captain,2020-08-04,2,1,40.58
34492,REPTOMOM,2020-09-10,1,1,40.58
34493,四国志でらっくす ～酒池肉うどん戦記～,2020-08-01,2,1,40.58
34494,pepeizq's Cities,2020-06-02,2,1,40.58
34495,Back Home,2020-03-26,2,1,40.58
34496,Sine Wave City,2020-02-16,1,1,40.58
34497,Rogue Production Facility,2020-12-11,1,1,40.58
34498,Spirit Fighters,2020-03-26,2,1,40.58
34499,Shark Castle,2020-09-22,1,1,40.58
34500,Buggy Bump,2020-11-05,1,1,40.58
34501,MindLess,2020-02-13,1,1,40.58
34502,Daraney - Guardian's Rise,2020-01-03,4,1,40.58
34503,Dragon Little Fighters 2,2020-05-24,3,1,40.58
34504,Battle Mage : Card Caster,2020-05-11,2,1,40.58
34505,UFO穿越 UFO Cross,2020-03-22,2,1,40.58
34506,Colossal Saga,2020-07-01,2,1,40.58
34507,SpaceVibes,2020-01-16,1,1,40.58
34508,Gateball VR,2020-06-05,1,1,40.58
34509,Braverz,2020-01-14,4,1,40.58
34510,Fright,2020-01-05,1,1,40.58
34511,ZombieBusters,2020-01-07,1,1,40.58
34512,Arabian Treasures: Midnight Match,2020-09-08,3,1,40.58
34513,CaveBugBoy,2020-01-19,2,1,40.58
34514,Last in Orbit,2020-01-27,1,1,40.58
34515,DragonScales 3: Eternal Prophecy of Darkness,2020-01-20,2,1,40.58
34516,Suppressor,2020-06-24,1,1,40.58
34517,Xecute,2020-04-20,2,1,40.58
34518,No Game No LIFE,2020-09-09,1,1,40.58
34519,Skull's Solitude,2020-01-16,1,1,40.58
34520,PARADOX,2020-06-06,3,1,40.58
34521,The Last Turret,2020-04-07,2,1,40.58
34522,Sky Pirates of Actorius,2020-01-23,3,1,40.58
34523,Desert of Doitjma,2020-02-08,1,1,40.58
34524,The Tide Intro,2020-03-04,1,1,40.58
34525,Vigil of Glory - Part I,2020-03-02,1,1,40.58
34526,Mister Shizz: Don't Let The Shizz Hit The Fan!,2020-02-13,1,1,40.58
34527,Mission Indeed 2.0 FPS,2020-04-08,1,1,40.58
34528,The Search for DEEP Loving,2020-08-18,1,1,40.58
34529,愛情限時批,2020-08-07,2,1,40.58
34530,Witchsword Remake,2020-02-22,1,1,40.58
34531,Classic Card Game Pinochle,2020-01-24,2,1,40.58
34532,Goblin treasure,2020-02-21,1,1,40.58
34533,infection point,2020-03-21,1,1,40.58
34534,Xyla and the 'Shrooms of Doom,2020-02-21,2,1,40.58
34535,Cubic Juice,2020-03-19,1,1,40.58
34536,Réel Futur,2020-03-07,1,1,40.58
34537,Pirate Island Mini Golf VR,2020-06-08,2,1,40.58
34538,Bubble Bounce,2020-08-28,4,1,40.58
34539,DragonScales 6: Love and Redemption,2020-03-16,2,1,40.58
34540,Elemental Echos,2020-07-21,2,1,40.58
34541,Keep the Balance,2020-05-28,1,1,40.58
34542,CHAR01 VR,2020-03-29,1,1,40.58
34543,Space Force,2020-04-04,1,1,40.58
34544,Seven Horns From Tilt,2020-03-28,1,1,40.58
34545,人狼の仔,2020-04-24,2,1,40.58
34546,Gan'S Matchstick Men：Deadly Rhythm,2020-06-27,2,1,40.58
34547,The Sickle Upon Sekigahara,2020-06-22,1,1,40.58
34548,Cryptic Rooms,2020-04-17,2,1,40.58
34549,异界大陆,2020-04-26,2,1,40.58
34550,Shuffled Nightmares,2020-04-29,1,1,40.58
34551,Robot Paradise VR,2020-05-13,1,1,40.58
34552,ThinkFast,2020-05-09,1,1,40.58
34553,Zac Zac adventure,2020-06-09,1,1,40.58
34554,Nigel's Journey : A Working Day,2020-11-30,1,1,40.58
34555,异数OS MR Lab,2020-08-10,1,1,40.58
34556,Realm of the hero,2020-05-23,2,1,40.58
34557,DodgeBall VR,2020-10-28,1,1,40.58
34558,Halloween Horrors Deluxe Steam Edition,2020-05-18,1,1,40.58
34559,Infinity Imperium,2020-05-28,1,1,40.58
34560,深入敵境 Behind Enemy Line,2020-05-27,1,1,40.58
34561,Buddy's Creative Quest!,2020-11-11,1,1,40.58
34562,Gogoo,2020-06-24,1,1,40.58
34563,Rogue Bots,2020-07-08,1,1,40.58
34564,Tactical Suppression,2020-06-15,1,1,40.58
34565,Fractured Voyage,2020-06-18,1,1,40.58
34566,Monster Tower,2020-06-30,1,1,40.58
34567,Invaliens,2020-06-19,2,1,40.58
34568,Bad Apples,2020-12-12,1,1,40.58
34569,Xendless,2020-06-30,2,1,40.58
34570,mojica,2020-08-01,1,1,40.58
34571,Rollfall: Quest of Acceleration,2020-07-16,2,1,40.58
34572,Dinosaur Hunting Patrol 3D Jurassic VR,2020-07-04,2,1,40.58
34573,Spell Karts,2020-10-16,4,1,40.58
34574,Bomber,2020-07-04,1,1,40.58
34575,Hoplichess,2020-07-08,2,1,40.58
34576,War Machine,2020-07-21,1,1,40.58
34577,Color Buster!,2020-07-17,1,1,40.58
34578,Flap Demon,2020-10-30,2,1,40.58
34579,_OUR_Defense,2020-09-06,3,1,40.58
34580,Turbo Machines Mini Racing,2020-07-12,4,1,40.58
34581,Take Me Home,2020-12-01,1,1,40.58
34582,Insulated at the bottom,2020-07-23,1,1,40.58
34583,Tome Rush,2020-10-05,2,1,40.58
34584,Space Cube Racers,2020-08-29,1,1,40.58
34585,Watch Your Helmet,2020-08-11,1,1,40.58
34586,Monsterwolf,2020-08-11,1,1,40.58
34587,POLAR,2020-08-31,4,1,40.58
34588,RX Racing 2020 Pro,2020-08-12,1,1,40.58
34589,Lucky Burst,2020-08-18,1,1,40.58
34590,Timber Jump VR,2020-09-04,3,1,40.58
34591,Sainthum 圣颂,2020-09-29,1,1,40.58
34592,Kanały' 44,2020-10-16,1,1,40.58
34593,a Story of Merchant,2020-09-14,2,1,40.58
34594,Robot Female Hero 3,2020-11-12,1,1,40.58
34595,Surabaya Inferno,2020-09-20,2,1,40.58
34596,Outer Frontier,2020-09-03,1,1,40.58
34597,Pass to Hell,2020-09-03,1,1,40.58
34598,The Hardest Thing Ever,2020-09-13,2,1,40.58
34599,Savage Tower Defense,2020-11-20,1,1,40.58
34600,Television Trivia,2020-11-07,2,1,40.58
34601,Shot of Rhythm,2020-09-24,1,1,40.58
34602,Halloween Rhythm,2020-09-25,2,1,40.58
34603,Memory Card Monsters,2020-09-15,2,1,40.58
34604,Angry Rock,2020-09-15,1,1,40.58
34605,Early Quest,2020-09-24,3,1,40.58
34606,Three Kingdoms 21,2020-09-26,2,1,40.58
34607,Crazy Engineer,2020-12-03,1,1,40.58
34608,ThrustWorks,2020-10-22,1,1,40.58
34609,Space Defense,2020-10-20,1,1,40.58
34610,My Empire,2020-10-23,2,1,40.58
34611,ANTE,2020-12-10,2,1,40.58
34612,RagDoll MadDoll,2020-10-19,1,1,40.58
34613,Halloween Decoration Sandbox,2020-10-26,2,1,40.58
34614,Knuckers Test Fight,2020-10-30,1,1,40.58
34615,Punch the Potus,2020-10-31,1,1,40.58
34616,Desolation - End of Days,2020-11-04,2,1,40.58
34617,Darklight: Origin,2020-12-11,1,1,40.58
34618,Into the Abyss,2020-12-04,3,1,40.58
34619,Labyrinth,2020-11-14,2,1,40.58
34620,Cybergeist,2020-11-13,1,1,40.58
34621,Distorted,2020-11-14,1,1,40.58
34622,Updive,2020-11-29,1,1,40.58
34623,Speyarranoth,2020-11-23,1,1,40.58
34624,Urban Basketball VR,2020-12-01,1,1,40.58
34625,Fly Away Baseball,2020-12-07,1,1,40.58
34626,The Thought Police Hotline: Episode 1,2020-12-03,1,1,40.58
34627,The king is gone,2020-12-15,1,1,40.58
34628,Golems TD,2020-12-09,1,1,40.58
34629,Tank Firing,2020-12-05,1,1,40.58
34630,极限挑战（The Challenge Of Limits）,2020-12-22,1,1,40.58
34631,Maze Escape,2020-12-18,1,1,40.58
34632,Plataformabranca,2020-12-29,1,1,40.58
34633,Penelope,2020-12-15,1,1,40.58
34634,Drying Paint Simulator VR,2020-01-24,2,10,40.57
34635,Kebab House,2020-08-13,3,10,40.57
34636,Air Wars,2020-07-30,3,25,40.54
34637,Six Temples,2020-04-17,5,3,40.4
34638,Victorian Admirals Caroline Crisis 1885,2020-03-09,2,3,40.4
34639,Lethal Tempting Girls,2020-02-28,3,3,40.4
34640,Steamliner,2020-02-19,2,3,40.4
34641,Classic Card Game Spades,2020-01-20,4,3,40.4
34642,Angry food,2020-01-14,2,3,40.4
34643,LastShot,2020-01-17,1,3,40.4
34644,Classic Card Game Gin Rummy,2020-01-24,3,3,40.4
34645,Classic Card Game Poker Pack,2020-02-03,2,3,40.4
34646,Come on-be with you,2020-02-13,1,3,40.4
34647,Peg Solitaire Adventure,2020-02-17,2,3,40.4
34648,PancakeHouse,2020-07-06,1,3,40.4
34649,Race Maniacs,2020-04-09,3,3,40.4
34650,Resistance TD,2020-04-18,1,3,40.4
34651,30 days of plague,2020-04-29,2,3,40.4
34652,Dark Side,2020-04-17,2,3,40.4
34653,Enchantress,2020-06-02,3,3,40.4
34654,ノンビリア(Nonvilia),2020-08-10,12,3,40.4
34655,GUNPIG: Firepower For Hire,2020-07-17,2,3,40.4
34656,Alien's Armageddon,2020-07-17,2,3,40.4
34657,Speechless,2020-08-29,5,3,40.4
34658,异界浮尘录,2020-08-21,3,3,40.4
34659,Funanigans,2020-09-28,3,3,40.4
34660,Fill and Cross Royal Riddles,2020-09-18,3,3,40.4
34661,Starship Renata,2020-09-04,1,3,40.4
34662,Way Walkers: University 2,2020-10-22,6,3,40.4
34663,Beat the Nightmare – Evil Dreams Simulator VR,2020-11-13,2,3,40.4
34664,SamuraiZero,2020-11-23,3,3,40.4
34665,Ancient Warriors Casino Jackpot,2020-11-21,1,3,40.4
34666,The Legend of HyperStar,2020-08-29,10,22,40.34
34667,Commander '85,2020-09-30,12,17,40.32
34668,Another_World,2020-03-06,4,17,40.32
34669,Castle Creator,2020-03-24,8,12,40.2
34670,Forbidden Pleasure,2020-05-09,4,12,40.2
34671,The secret of the stone,2020-10-08,4,12,40.2
34672,Paladin Duty - Knights and Blades,2020-01-28,3,47,40.17
34673,Population Zero,2020-05-05,2170,737,40.11
34674,Vikings Wars,2020-01-31,1,5,40.03
34675,Isle Of Spirits,2020-06-10,3,5,40.03
34676,Panic Timing,2020-08-10,3,5,40.03
34677,Alone Journey,2020-05-07,2,5,40.03
34678,Cybercube battle,2020-10-16,2,5,40.03
34679,Dominium Mundi,2020-11-10,3,5,40.03
34680,Pack Per Duck,2020-12-29,2,5,40.03
34681,A.V.I.,2020-11-30,3,14,39.91
34682,驱魔道人2 BROKEN SPELL,2020-02-12,16,74,39.9
34683,Don't Look,2020-08-07,2,21,39.83
34684,Time Tenshi,2020-09-25,7,7,39.72
34685,Sunflower,2020-02-12,2,7,39.72
34686,Herbalist simulator,2020-01-22,2,7,39.72
34687,Tinieblas Jr's Adventures,2020-02-12,2,7,39.72
34688,Phalanx of Resistance,2020-03-31,4,7,39.72
34689,VE GSIM Tower Crane Simulator,2020-03-17,2,7,39.72
34690,Timestop Volleyball,2020-03-07,2,7,39.72
34691,抵抗组织,2020-05-13,2,7,39.72
34692,泡泡三国,2020-04-23,2,7,39.72
34693,Tankfight,2020-06-16,2,7,39.72
34694,Feylin,2020-05-22,4,7,39.72
34695,Desolate Roads,2020-10-30,2,7,39.72
34696,Murder Hornets,2020-10-30,2,7,39.72
34697,Solenars Edge II: Champions,2020-07-31,4,7,39.72
34698,The Episodic,2020-10-21,2,7,39.72
34699,HANAMI,2020-12-02,2,7,39.72
34700,What We Pretend To Be,2020-12-29,2,7,39.72
34701,ESCAPE ROOM VR,2020-01-01,8,23,39.63
34702,Still Light,2020-11-16,40,35,39.62
34703,Summon And Fusion,2020-12-05,45,47,39.55
34704,Gene Rain,2020-05-22,4,9,39.46
34705,Sokpop S02: Tomscape,2020-01-17,3,9,39.46
34706,Gifted,2020-01-04,4,9,39.46
34707,Human Delusion,2020-01-24,3,9,39.46
34708,The Casebook of Arkady Smith,2020-04-14,2,9,39.46
34709,约拍女神2 / Beautiful Model2,2020-07-10,7,9,39.46
34710,Korean Adventures in Russia,2020-08-11,2,9,39.46
34711,成仙,2020-10-23,15,9,39.46
34712,Sex Poker,2020-11-06,8,18,39.45
34713,20 000 Miles Under the Sea,2020-07-27,14,66,39.4
34714,YourToy,2020-02-28,7,11,39.24
34715,Evil Ritual - Horror Escape,2020-10-03,3,11,39.24
34716,Titanfall™,2020-11-20,266,1163,39.1
34717,Clerk hot Tale,2020-12-04,3,13,39.05
34718,Agents: Biohunters,2020-04-07,211,177,39.02
34719,Omnibion War,2020-02-06,3,15,38.89
34720,Grey Skies: A War of the Worlds Story,2020-11-05,13,68,38.86
34721,Ultimo Reino,2020-02-09,7,17,38.75
34722,The Haunting,2020-12-23,3,10,38.05
34723,Jane Westlake Adventures - The Mystery Train,2020-01-10,2,10,38.05
34724,Zombies Don't Drive,2020-05-08,2,10,38.05
34725,Craft city,2020-08-28,2,10,38.05
34726,SEX Cruise VR,2020-07-25,5,10,38.05
34727,Metal Strike,2020-10-20,2,10,38.05
34728,Mr Dirt Poor,2020-02-07,7,12,38.04
34729,Boot : Game Dev Sim,2020-02-20,3,12,38.04
34730,DarkLight,2020-01-14,3,12,38.04
34731,Deep Ocean Rush,2020-01-04,3,8,38.03
34732,Grand horse attraction,2020-08-06,3,8,38.03
34733,Parking Attendant,2020-07-06,2,8,38.03
34734,Puzzle Angry Cat,2020-08-24,3,8,38.03
34735,Sokpop S09: Woodland Saga,2020-09-16,3,8,38.03
34736,Deep Space Banana,2020-03-04,14,14,38.0
34737,Silent World,2020-03-19,3,14,38.0
34738,Handball 21,2020-11-12,46,46,37.97
34739,BELLING COINS,2020-12-27,3,18,37.9
34740,Fates Call: A New Beginning,2020-12-01,3,6,37.9
34741,The Devil's Garden,2020-07-08,2,6,37.9
34742,Sokpop S03: Oh Crab!,2020-01-17,2,6,37.9
34743,东方幻昼梦~ Touhou Fantasy Day,2020-01-16,5,6,37.9
34744,Skin Witch,2020-05-29,3,6,37.9
34745,Pinball universe,2020-01-13,2,6,37.9
34746,HENTAI SEEK,2020-02-01,2,6,37.9
34747,Devil fight,2020-03-10,1,6,37.9
34748,The Prodigal Soul,2020-03-11,2,6,37.9
34749,The Valley of Super Flowers,2020-03-27,2,6,37.9
34750,STRAIGHT ON 8,2020-09-30,3,6,37.9
34751,Demetria Spirit,2020-07-22,3,6,37.9
34752,Zball IV,2020-09-22,3,6,37.9
34753,Allotropy,2020-10-29,2,6,37.9
34754,The Day They Came,2020-12-16,3,6,37.9
34755,Fuck The Police,2020-10-20,3,20,37.85
34756,All Time Battle,2020-10-24,25,20,37.85
34757,EDGE OF DAWN,2020-07-17,12,28,37.65
34758,Mana Maker,2020-12-01,28,30,37.6
34759,Space Farm,2020-10-17,3,4,37.49
34760,Space Journey,2020-02-28,1,4,37.49
34761,Sokpop S03: Frog struggles,2020-01-17,1,4,37.49
34762,Infferno,2020-01-02,2,4,37.49
34763,World War 2 Zombie Attack VR Simulator,2020-02-04,2,4,37.49
34764,Virage Rally,2020-02-24,3,4,37.49
34765,Impulse Control,2020-04-14,2,4,37.49
34766,The Last Day of Adolf,2020-04-22,2,4,37.49
34767,Axizon Labs: Zombies,2020-05-08,1,4,37.49
34768,OLD SKOOL RACER,2020-07-08,5,4,37.49
34769,Awoken: Chapter One of Reverie,2020-09-04,5,4,37.49
34770,Snack clearing,2020-05-11,2,4,37.49
34771,Waifu Collector,2020-10-01,3,4,37.49
34772,My First Date RPG (Presented by: ExecuteCode.com),2020-09-08,2,4,37.49
34773,Electrify,2020-10-10,3,4,37.49
34774,Fury Knight,2020-09-16,2,4,37.49
34775,Gump,2020-09-09,1,4,37.49
34776,LostInTime,2020-10-24,1,4,37.49
34777,Secret of Harrow Manor 2,2020-10-06,2,4,37.49
34778,Tech Madness,2020-10-27,2,4,37.49
34779,Rifle Dodger,2020-11-06,2,4,37.49
34780,Text Twisted Pro,2020-12-09,2,4,37.49
34781,VikingStory,2020-12-16,2,4,37.49
34782,Fast Wings,2020-12-29,2,4,37.49
34783,Sokpop S06: Good Goods Incorporated,2020-01-17,11,21,37.11
34784,Sex Prison VR,2020-08-21,6,19,37.1
34785,Bounty Battle,2020-09-10,23,37,37.02
34786,Sokpop S08: dead run,2020-07-10,4,13,36.94
34787,SuperNatural Duels,2020-08-20,6,13,36.94
34788,Mini Warriors: Brawler Army,2020-09-10,14,13,36.94
34789,Space Love Delta,2020-10-19,3,13,36.94
34790,Princess Guard,2020-03-21,7,11,36.79
34791,Fatal Evidence: Art of Murder Collector's Edition,2020-08-28,6,11,36.79
34792,Balloon Saga,2020-09-21,3,11,36.79
34793,Breeze of Death,2020-04-30,7,9,36.55
34794,那美克星人,2020-02-02,2,9,36.55
