,game,release,peak_players,total_reviews,rating
34795,Roller Stars,2020-06-12,2,9,36.55
34796,Floor 13: Deep State,2020-11-02,14,22,36.42
34797,Aura Kingdom 2,2020-06-17,241,170,36.26
34798,Lost Roads,2020-01-05,2,7,36.11
34799,Skeleton Warrior,2020-02-22,2,7,36.11
34800,Boom slayer,2020-05-19,3,7,36.11
34801,模拟练枪,2020-07-16,2,7,36.11
34802,The Lightbringers,2020-08-28,4,2,35.92
34803,Kalling Kingdom,2020-01-18,1,2,35.92
34804,Midnight's Curse,2020-09-03,3,2,35.92
34805,Epic Food Fight VR,2020-12-20,2,2,35.92
34806,Dark Space Conqueror,2020-03-17,1,2,35.92
34807,Covid 2069,2020-06-13,2,2,35.92
34808,Exsys,2020-02-22,2,2,35.92
34809,HVAC Simulator,2020-01-07,1,2,35.92
34810,NEON SPACE WAR,2020-01-28,1,2,35.92
34811,Uterine Supremacy,2020-12-20,5,2,35.92
34812,Overrun,2020-03-20,2,2,35.92
34813,Knockout Bowling vr,2020-08-10,1,2,35.92
34814,Disgrâce,2020-10-15,4,2,35.92
34815,LRRL or RLLR,2020-06-30,1,2,35.92
34816,Cecil Run,2020-02-15,1,2,35.92
34817,Journey to New Atlantis,2020-01-06,2,2,35.92
34818,Maiden and Swordsman,2020-03-06,3,2,35.92
34819,Jump Boy,2020-02-02,2,2,35.92
34820,Empty Universe,2020-03-06,1,2,35.92
34821,Nice Try!,2020-02-12,2,2,35.92
34822,Car Tuner 2020,2020-02-12,2,2,35.92
34823,SPACE EXODUS,2020-02-15,1,2,35.92
34824,FatCat with Hat - Reload the Powergun,2020-03-17,1,2,35.92
34825,Parallel Catastrophes Chronicles,2020-02-29,1,2,35.92
34826,Zombie Defense Shelter,2020-04-17,2,2,35.92
34827,"Adventures of JQ Jones: ""Isle of the Serpent Empress""",2020-07-20,1,2,35.92
34828,Victorian Admirals Marianas Incident 1887,2020-03-09,1,2,35.92
34829,Infinite Way,2020-11-04,2,2,35.92
34830,Fire Guild,2020-03-25,1,2,35.92
34831,QUIZ PRO! - General Knowledge,2020-03-28,2,2,35.92
34832,Premier Manager 03/04,2020-07-24,3,2,35.92
34833,Fingertips mountain sea- paradise island（指尖山海-天堂岛）,2020-12-04,2,2,35.92
34834,Zerowood,2020-06-30,1,2,35.92
34835,Oddest Sea,2020-05-28,3,2,35.92
34836,Aquarium Life,2020-04-14,1,2,35.92
34837,Thrice in a row,2020-04-14,2,2,35.92
34838,Virtual Presenter Pro,2020-05-22,2,2,35.92
34839,不思議の鎮守府,2020-04-29,1,2,35.92
34840,In The Search For : Revenge,2020-04-29,1,2,35.92
34841,WC,2020-05-07,1,2,35.92
34842,Finger Guessing King,2020-10-22,2,2,35.92
34843,Cute Triplets,2020-06-17,1,2,35.92
34844,Queerskins: a love story,2020-11-30,1,2,35.92
34845,Spooky Spins Deluxe Steam Edition,2020-06-05,2,2,35.92
34846,Fright Chasers: Thrills  Chills and Kills Collector's Edition,2020-05-17,5,2,35.92
34847,ValiVictorian,2020-06-05,1,2,35.92
34848,Futbolín Revolution,2020-06-12,2,2,35.92
34849,Demon Tamer,2020-06-30,2,2,35.92
34850,Tusk of Spirit,2020-08-25,1,2,35.92
34851,Alias,2020-08-31,4,2,35.92
34852,Conjurer Andy's Repeatable Dungeon,2020-09-07,3,2,35.92
34853,Olympic Boxing,2020-07-09,2,2,35.92
34854,BlueBete,2020-08-03,1,2,35.92
34855,Killstreak,2020-10-14,8,2,35.92
34856,Electronic World Z,2020-09-11,1,2,35.92
34857,Onder,2020-09-29,2,2,35.92
34858,Sphere Invasion,2020-10-30,1,2,35.92
34859,Riot At World,2020-09-07,2,2,35.92
34860,Sweet Tooth 2,2020-09-07,2,2,35.92
34861,Legend of Xion: Royal Story,2020-09-10,3,2,35.92
34862,The Adventures Of Maximus,2020-09-10,1,2,35.92
34863,Adventures of Megara: Demeter's Cat-astrophe,2020-11-03,6,2,35.92
34864,Spooky Speedrun,2020-10-08,3,2,35.92
34865,SIDE,2020-12-15,1,2,35.92
34866,Christmas Rampage,2020-12-03,2,2,35.92
34867,Phantast,2020-12-28,1,2,35.92
34868,Parking Сar,2020-12-31,1,2,35.92
34869,Hope of humanity,2020-06-10,136,23,35.76
34870,Paycheck: City RPG,2020-02-07,28,23,35.76
34871,Battle Baseball,2020-05-11,2,12,35.65
34872,Filmmaker Tycoon,2020-11-13,101,56,35.33
34873,SYNAPTIC DRIVE,2020-05-28,432,56,35.33
34874,Bust a date,2020-05-28,22,17,35.27
34875,Carnival Games,2020-11-19,5,10,35.24
34876,The Hunted,2020-02-04,2,5,35.22
34877,Without A Roof (W.A.R.),2020-01-24,7,5,35.22
34878,KANNA,2020-02-15,3,5,35.22
34879,Contract Killers,2020-07-08,2,5,35.22
34880,My Secret Girlfriends ;),2020-03-14,4,5,35.22
34881,Street Racing 2020,2020-03-31,2,5,35.22
34882,Tactical Warfare Simulator,2020-12-21,3,5,35.22
34883,Scorched Islands,2020-03-21,4,5,35.22
34884,Colorful3D II,2020-03-07,2,5,35.22
34885,SECTOR 40: The Soviet Legacy,2020-03-20,2,5,35.22
34886,Snow Apocalypse,2020-11-12,2,5,35.22
34887,TCVR,2020-06-19,2,5,35.22
34888,Risky Floors,2020-05-13,1,5,35.22
34889,First Floor,2020-07-19,1,5,35.22
34890,Shark Attack,2020-09-29,3,5,35.22
34891,Lost Patrol,2020-09-02,2,5,35.22
34892,LemWars,2020-10-15,2,5,35.22
34893,Forest Problems,2020-10-06,2,5,35.22
34894,Fabulous place,2020-11-23,3,5,35.22
34895,Rest House,2020-03-10,1623,24,35.13
34896,Wilderness,2020-12-24,22,57,35.04
34897,Warehouse Simulator,2020-07-17,10,29,34.86
34898,Beach anime day,2020-02-17,2,8,34.58
34899,Box Nation [ ],2020-04-06,2,8,34.58
34900,Top Billiards,2020-07-24,5,8,34.58
34901,Heroes of Dungeon,2020-08-22,2,8,34.58
34902,Berries Challenge,2020-09-26,3,18,34.49
34903,VEGTERIA,2020-07-15,5,28,34.18
34904,Cake Shop Simulator,2020-12-07,4,16,34.14
34905,Supermarket Simulator,2020-02-11,5,11,34.07
34906,Evil Manor,2020-10-28,4,11,34.07
34907,Paralax Vr Aim Trainer,2020-08-01,2,11,34.07
34908,After The War,2020-12-04,4,19,33.75
34909,Flower Challenge,2020-09-24,3,19,33.75
34910,Fury Captain,2020-07-02,2,14,33.67
34911,Sokpop S01: driftwood,2020-01-17,1,6,33.38
34912,Street Jam: The Rise,2020-01-09,20,6,33.38
34913,Babel Climbers,2020-03-01,9,6,33.38
34914,CORVUS,2020-02-08,1,6,33.38
34915,Tower Blitz,2020-05-14,2,6,33.38
34916,Brothers in Blood: WW2 Co-op,2020-10-28,2,6,33.38
34917,花千骨,2020-05-22,12,6,33.38
34918,Uranus,2020-06-12,2,6,33.38
34919,忘川,2020-08-22,4,6,33.38
34920,Zball VI,2020-11-19,3,6,33.38
34921,Zombrio,2020-12-17,2,6,33.38
34922,Soul Saga,2020-02-28,16,37,33.35
34923,经典扫雷,2020-02-06,5,9,33.24
34924,Yoren,2020-05-25,5,9,33.24
34925,TYPICAL RUSSIAN QUARANTINE,2020-06-25,1,9,33.24
34926,Dangerous Zone,2020-07-08,2,9,33.24
34927,Pulse Forge VR,2020-03-10,4,25,33.15
34928,Cinnamon fight,2020-08-20,2,3,32.94
34929,Singaria - Prologue,2020-01-24,9,3,32.94
34930,Virus L,2020-01-13,2,3,32.94
34931,SCIENCE SHOW VR : THE ABYSS,2020-01-13,1,3,32.94
34932,MEDAL OF LEGENDS,2020-02-06,2,3,32.94
34933,Classic Card Game Hearts,2020-01-24,4,3,32.94
34934,Class Kingdom,2020-02-22,1,3,32.94
34935,Send them to the sky,2020-03-02,1,3,32.94
34936,ABSOLUTE,2020-05-11,2,3,32.94
34937,Knockdown the Ball Twice,2020-03-30,1,3,32.94
34938,Frag Grounds,2020-06-29,5,3,32.94
34939,Weapons Genius VR,2020-06-12,1,3,32.94
34940,CreatorAdventureLegend,2020-04-27,1,3,32.94
34941,COVID-19 (CORONA VIRUS),2020-07-30,2,3,32.94
34942,Rubble Bubble,2020-06-25,2,3,32.94
34943,Dayscream,2020-10-13,1,3,32.94
34944,Gems of Fate: the Charmed King,2020-05-14,2,3,32.94
34945,Way Far Home,2020-05-28,1,3,32.94
34946,Fear the Dark Unknown: James,2020-12-18,2,3,32.94
34947,Brain Sanguo,2020-06-30,1,3,32.94
34948,50 Level Survival,2020-06-22,1,3,32.94
34949,The importance of choosing: second chance,2020-07-15,1,3,32.94
34950,Return to Earth 2130,2020-07-13,1,3,32.94
34951,Fleeting World,2020-07-29,1,3,32.94
34952,神王之王者之心,2020-07-24,8,3,32.94
34953,Coffee with Prescilla,2020-08-28,2,3,32.94
34954,Fancy Skiing Ⅲ Pro,2020-08-18,3,3,32.94
34955,Taivas,2020-11-20,1,3,32.94
34956,Sweet Tooth,2020-09-07,2,3,32.94
34957,Bob Mazzolini Racing,2020-09-11,1,3,32.94
34958,门 The Door,2020-10-06,3,3,32.94
34959,BROKEN MEMORIES,2020-11-13,1,3,32.94
34960,侠行天下,2020-12-25,6,3,32.94
34961,Dragon Storm,2020-04-15,2,16,32.0
34962,Battlestage,2020-09-11,4,7,31.85
34963,Proxy Air Force,2020-05-29,2,7,31.85
34964,Carom Billiards,2020-07-03,2,7,31.85
34965,MotoRun,2020-08-06,3,7,31.85
34966,FRONTIERS,2020-01-01,61,235,31.24
34967,Space Station Continuum,2020-06-24,15,29,31.12
34968,AVABEL ONLINE,2020-01-08,85,133,31.11
34969,Chill Z,2020-11-09,2,11,31.03
34970,LOGA: Unexpected Adventure,2020-02-17,2,4,30.8
34971,Topfold,2020-01-14,1,4,30.8
34972,Mistaker,2020-02-28,1,4,30.8
34973,Exhaust,2020-03-09,3,4,30.8
34974,Void Monsters 2: The Blight,2020-02-26,2,4,30.8
34975,Elian  Elisa  ChatAid,2020-03-30,1,4,30.8
34976,Land of Zympaia,2020-07-19,2,4,30.8
34977,The Ball Adventure,2020-04-21,4,4,30.8
34978,Murk,2020-05-25,1,4,30.8
34979,Magic Forms,2020-05-27,1,4,30.8
34980,patter warrior,2020-07-15,2,4,30.8
34981,Reality End,2020-10-27,2,4,30.8
34982,Tales of Lagoona 3: Frauds  Forgeries  and Fishsticks,2020-12-16,4,4,30.8
34983,Heroic Adventures,2020-12-09,4,21,30.64
34984,Game Localization,2020-12-07,2,18,30.56
34985,Fourthy,2020-01-02,1,8,30.56
34986,Hentai Seek Girl,2020-02-03,2,8,30.56
34987,Audio Drive 2 VR,2020-06-26,2,8,30.56
34988,Prairie survival,2020-10-16,2,8,30.56
34989,Aunt Bessie's House,2020-11-03,1,8,30.56
34990,Hentai Queens,2020-12-30,2,8,30.56
34991,CivilContract,2020-04-04,7,22,30.06
34992,The Jungle,2020-09-01,5,22,30.06
34993,Blob From Space,2020-07-04,1187,114,29.74
34994,World Puzzle,2020-07-02,2,16,29.67
34995,Waves Of Death VR,2020-04-18,3,9,29.43
34996,Seven Wonders of St. Clementine,2020-10-31,4,9,29.43
34997,Trasta,2020-02-01,2,9,29.43
34998,Cybernetica,2020-02-25,2,9,29.43
34999,80S escape,2020-05-05,2,9,29.43
35000,The Adventures of Fatman: Intergalactic Indigestion,2020-05-15,2,9,29.43
35001,Hiddenverse: Ominous Opus,2020-12-10,4,9,29.43
35002,THE SKIES REBORN,2020-11-12,93,111,29.37
35003,Hobo Living VR,2020-04-04,4,13,29.25
35004,Darklands:Awakening,2020-09-23,4,13,29.25
35005,WildIsland,2020-01-04,1,5,29.16
35006,New King,2020-04-16,3,5,29.16
35007,Knight Arena,2020-09-07,2,5,29.16
35008,Escaping maze,2020-10-07,2,5,29.16
35009,Skate Forever,2020-10-06,2,5,29.16
35010,Zinuru The Great,2020-12-02,1,5,29.16
35011,XIII,2020-11-10,566,785,29.08
35012,Computer Physics Simulators 2020,2020-03-31,3,17,29.0
35013,Abst Clicker Farm,2020-02-11,2,14,28.48
35014,Undead Souls,2020-08-25,2,10,28.45
35015,REFUGE,2020-01-08,2,10,28.45
35016,The Orphan A Tale of An Errant Ghost - Hidden Object Game,2020-01-06,3,18,28.37
35017,Golf Masters,2020-07-14,3,6,27.83
35018,Colouration,2020-03-06,2,6,27.83
35019,Berry mayhem,2020-03-20,2,6,27.83
35020,Anime Play Life: Unlimited,2020-12-04,3,6,27.83
35021,Monster Shooter,2020-07-04,2,11,27.58
35022,The Wicked Sorceress,2020-09-04,2,11,27.58
35023,Knights of Light: The Prologue,2020-02-29,9,31,27.52
35024,Jumperbird,2020-07-18,3,24,27.25
35025,Schlag den Star - Das 2. Spiel,2020-10-29,11,12,26.81
35026,The Moon Relax,2020-09-01,7,12,26.81
35027,HEDE Game Engine,2020-06-10,2,7,26.74
35028,The Deepest,2020-12-20,2,7,26.74
35029,Stop the War,2020-12-25,2,17,26.55
35030,Orlando Theme Park VR - Roller Coaster and Rides,2020-08-21,6,34,26.44
35031,Covid-19 - Corona Clicker,2020-07-05,8,22,26.25
35032,Last Fantasy Hentai,2020-06-25,3,18,26.0
35033,Inexplicable Deaths In Damipolis,2020-12-10,3,8,25.81
35034,Macro golf,2020-12-14,2,8,25.81
35035,Bhop PRO,2020-07-05,6,150,25.7
35036,Desert Mystery,2020-12-28,2,14,25.47
35037,Undead zombies,2020-01-08,2,9,25.0
35038,zombie variant,2020-02-29,2,9,25.0
35039,Get Over Blood,2020-05-18,2,15,24.9
35040,Restricted Area,2020-07-01,2,21,24.56
35041,Isolated Life,2020-08-26,4,10,24.29
35042,Cybernetica: fallen city,2020-10-13,2,10,24.29
35043,TRACK,2020-12-01,3,10,24.29
35044,A Siren's Call,2020-04-26,2,11,23.66
35045,Archeologist Simulator,2020-12-16,3,11,23.66
35046,Triple X Tycoon®,2020-06-25,5,18,23.42
35047,Robot Invasion,2020-07-03,2,12,23.1
35048,Borderus,2020-03-19,3,22,21.89
35049,MiniFarm 2020,2020-11-11,4,26,18.54
35050,People Playground,2019-07-23,15026,2086,97.54
35051,Slay the Spire,2019-01-23,33086,2745,96.5
35052,A Short Hike,2019-07-30,229,97,96.4
35053,Katana ZERO,2019-04-18,1575,1024,96.37
35054,Resident Evil 2,2019-01-25,74227,3640,95.79
35055,Grimm's Hollow,2019-10-30,221,150,95.66
35056,Baba Is You,2019-03-13,1533,340,95.52
35057,Phoenix Wright: Ace Attorney Trilogy,2019-04-09,3611,446,95.15
35058,Oxygen Not Included,2019-07-30,27486,3368,95.12
35059,Kind Words,2019-09-12,362,137,95.1
35060,Tales of the Black Forest,2019-09-26,237,183,94.98
35061,Touhou Luna Nights,2019-02-26,1368,268,94.96
35062,Gravitas,2019-08-24,209,117,94.55
35063,Unheard,2019-03-29,7754,926,94.39
35064,Beat Saber,2019-05-21,4472,2758,94.34
35065,Aokana - Four Rhythms Across the Blue,2019-09-27,484,70,94.25
35066,Sekiro™: Shadows Die Twice,2019-03-22,125315,10811,94.15
35067,Zup! F,2019-12-11,769,219,94.07
35068,Devil May Cry 5,2019-03-08,88894,4527,94.05
35069,Kindergarten 2,2019-07-30,1060,65,93.85
35070,Sayonara Wild Hearts,2019-12-12,180,208,93.82
35071,WolfQuest: Anniversary Edition,2019-07-26,2253,154,93.81
35072,Streets of Rogue,2019-07-12,4320,676,93.8
35073,Bug Fables: The Everlasting Sapling,2019-11-21,325,94,93.77
35074,My Friend Pedro,2019-06-20,7117,1041,93.73
35075,FIVE NIGHTS AT FREDDY'S: HELP WANTED,2019-05-28,785,321,93.62
35076,missed messages.,2019-05-30,184,528,93.55
35077,Mindustry,2019-09-26,3012,551,93.52
35078,异化之恶〇Abnormal Treatment,2019-08-02,501,63,93.51
35079,Master Of Pottery,2019-11-11,782,49,93.5
35080,Age of Empires II: Definitive Edition,2019-11-14,38725,6283,93.46
35081,Monster Girl Island: Prologue,2019-06-19,1538,671,93.44
35082,Nova Drift,2019-03-27,1309,352,93.4
35083,Backbone: Prologue,2019-04-24,565,113,93.4
35084,Hypnospace Outlaw,2019-03-12,307,77,93.36
35085,NGU IDLE,2019-10-01,8032,365,93.35
35086,Tsukikage no Simulacre: Kaihou no Hane,2019-07-26,163,59,93.35
35087,Muse Dash,2019-06-20,11478,4664,93.04
35088,Fluffy Store,2019-08-15,397,82,92.97
35089,Dream Ending,2019-07-23,62,66,92.9
35090,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,2019-03-18,656,48,92.89
35091,Neon Beats,2019-05-03,210,229,92.87
35092,One Finger Death Punch 2,2019-04-15,1027,135,92.84
35093,Acting Lessons,2019-07-25,263,168,92.8
35094,We Become What We Behold,2019-07-09,443,102,92.8
35095,Don't Escape: 4 Days to Survive,2019-03-11,150,36,92.77
35096,Bloodstained: Ritual of the Night,2019-06-18,26934,1812,92.7
35097,SpaceEngine,2019-06-11,596,316,92.69
35098,AVICII Invector,2019-12-10,146,85,92.68
35099,Yakuza Kiwami 2,2019-05-09,3229,564,92.66
35100,ISLANDERS,2019-04-04,1783,709,92.65
35101,像素男友,2019-12-24,250,11,92.65
35102,Pikuniku,2019-01-24,2123,263,92.61
35103,9-nine-:Episode 2,2019-08-16,59,14,92.55
35104,Supraland,2019-04-05,1403,490,92.54
35105,The Coin Game,2019-02-22,224,161,92.54
35106,STAR WARS™ Battlefront (Classic  2004),2019-05-02,548,122,92.48
35107,异常 | Exception,2019-07-04,317,41,92.47
35108,Cat Quest II,2019-09-24,610,145,92.44
35109,Smile For Me,2019-05-31,102,63,92.35
35110,Blood: Fresh Supply,2019-05-09,592,241,92.34
35111,Spyro™ Reignited Trilogy,2019-09-03,4198,892,92.3
35112,PC Building Simulator,2019-01-29,3884,2825,92.29
35113,東方紺珠伝 ～ Legacy of Lunatic Kingdom.,2019-04-02,47,18,92.25
35114,A Dance of Fire and Ice,2019-01-25,9330,3120,92.23
35115,Agent A: A puzzle in disguise,2019-08-29,319,155,92.15
35116,RED HOT VENGEANCE,2019-07-11,245,103,92.15
35117,Later Alligator,2019-09-18,255,58,92.15
35118,Pilgrims,2019-10-07,124,109,92.08
35119,Disco Elysium,2019-10-15,8081,4872,91.98
35120,I wanna be the Creator,2019-11-15,520,84,91.98
35121,A Plague Tale: Innocence,2019-05-13,4058,3301,91.95
35122,AMID EVIL,2019-06-20,352,262,91.86
35123,Reventure,2019-06-04,1309,408,91.84
35124,Descenders,2019-05-07,1954,771,91.81
35125,Yuppie Psycho,2019-04-25,339,291,91.81
35126,EARTH DEFENSE FORCE 5,2019-07-11,8416,419,91.74
35127,Project Arrhythmia,2019-06-14,110,62,91.67
35128,東方鬼形獣 〜 Wily Beast and Weakest Creature.,2019-09-09,387,21,91.66
35129,BirdGut,2019-05-09,255,189,91.65
35130,沉睡的法则 Things as They Are,2019-06-18,261,23,91.63
35131,Necesse,2019-12-12,3894,299,91.61
35132,Halo: The Master Chief Collection,2019-12-03,161024,14861,91.6
35133,What Never Was,2019-01-11,181,223,91.58
35134,STEINS;GATE: My Darling's Embrace,2019-12-10,57,20,91.58
35135,No Time,2019-04-15,92,35,91.57
35136,The Thrill of the Fight,2019-10-24,69,154,91.56
35137,Tiny Snow,2019-02-28,87,159,91.54
35138,MX Bikes,2019-10-07,2661,681,91.51
35139,The Good Time Garden,2019-12-19,73,86,91.48
35140,Otaku's Adventure,2019-05-20,2792,354,91.46
35141,Mushroom Cats,2019-06-10,115,48,91.43
35142,祈風 Inorikaze,2019-02-13,50,0,91.42
35143,Enderal: Forgotten Stories,2019-02-14,5983,678,91.36
35144,FrostRunner,2019-01-01,360,150,91.33
35145,Tangle Tower,2019-10-22,345,135,91.32
35146,There is No GreenDam,2019-11-11,41,61,91.25
35147,GORN,2019-07-18,479,452,91.23
35148,The Jackbox Party Pack 6,2019-10-17,6630,116,91.15
35149,Gato Roboto,2019-05-30,915,165,91.11
35150,60 Seconds! Reatomized,2019-07-25,1251,663,91.09
35151,Hentai Girl Karen,2019-04-12,525,233,91.07
35152,人间 The Lost We Lost,2019-04-30,233,101,91.07
35153,Yakuza Kiwami,2019-02-19,3474,1057,90.91
35154,旅燕归航 Swallow Homing,2019-02-13,16,13,90.86
35155,The Political Process,2019-11-22,310,59,90.85
35156,Hentai Girl Fantasy,2019-10-29,269,219,90.8
35157,Touhou Fantasia,2019-07-20,103,57,90.79
35158,Fantasy Girl,2019-06-20,204,282,90.75
35159,沙雕之路,2019-09-26,52,31,90.75
35160,My Time At Portia,2019-01-15,13299,2994,90.69
35161,Kao the Kangaroo: Round 2,2019-05-31,3667,474,90.69
35162,Zup! 9,2019-06-24,390,62,90.68
35163,STEINS;GATE: Linear Bounded Phenogram,2019-02-19,454,13,90.68
35164,Perspective,2019-10-10,46,10,90.64
35165,Symbiotic Love,2019-03-21,95,51,90.55
35166,Spring Falls,2019-11-17,65,18,90.51
35167,APE OUT,2019-02-28,128,140,90.48
35168,ASTRONEER,2019-02-06,17986,8691,90.47
35169,Baldr Sky,2019-12-20,189,42,90.44
35170,LOVE³ -Love Cube-,2019-07-25,380,126,90.39
35171,Voxelgram,2019-11-07,75,6,90.38
35172,Shotgun Farmers,2019-03-08,486,652,90.34
35173,Mutazione,2019-09-19,49,28,90.34
35174,The Expression Amrilato,2019-06-21,91,16,90.33
35175,DATE A LIVE: Rio Reincarnation,2019-07-23,890,152,90.32
35176,BONEWORKS,2019-12-10,8717,2624,90.27
35177,Don't Escape Trilogy,2019-07-29,15,1,90.27
35178,Hello Neighbor Alpha 2,2019-10-15,103,122,90.26
35179,Splitgate,2019-05-24,67724,9228,90.24
35180,Hot Lava,2019-09-19,1030,320,90.21
35181,DARQ,2019-08-15,154,209,90.21
35182,I'm on Observation Duty,2019-04-03,163,58,90.15
35183,Aircar,2019-08-09,73,105,90.14
35184,Shipped,2019-03-28,66,17,90.14
35185,Ultra Fight Da Kyanta 2,2019-05-08,46,31,90.09
35186,Derail Valley,2019-01-25,1159,179,90.08
35187,Pizza Game,2019-09-06,110,3,90.05
35188,逝去的回忆3：四叶草之梦,2019-08-16,27,18,90.0
35189,Frog Detective 2: The Case of the Invisible Wizard,2019-12-09,55,66,89.99
35190,東方輝針城 〜 Double Dealing Character,2019-06-19,21,3,89.95
35191,Heart of the Woods,2019-02-15,67,26,89.91
35192,The World is Your Weapon,2019-06-28,81,17,89.91
35193,Clea,2019-07-10,40,7,89.91
35194,Trailmakers,2019-09-18,2132,1182,89.88
35195,Winds of Change,2019-08-21,61,14,89.88
35196,Deep Sleep Trilogy,2019-10-25,8,4,89.86
35197,Terminator: Resistance,2019-11-14,1392,874,89.84
35198,Zueirama,2019-08-06,60,45,89.82
35199,Unsung Warriors - Prologue,2019-01-15,113,70,89.76
35200,Assetto Corsa Competizione,2019-05-29,7223,2080,89.75
35201,Seen,2019-06-21,1244,641,89.7
35202,Minion Masters,2019-05-24,10329,5340,89.64
35203,Fate/EXTELLA LINK,2019-03-19,3118,261,89.64
35204,Swords & Souls: Neverseen,2019-07-22,2137,254,89.62
35205,雨的恋记,2019-04-19,26,20,89.6
35206,Explore Fushimi Inari,2019-10-11,80,76,89.59
35207,Escape Lala,2019-02-14,16,5,89.58
35208,When the Darkness comes,2019-03-01,684,603,89.57
35209,Arcade Spirits,2019-02-12,136,14,89.56
35210,I Love You  Colonel Sanders! A Finger Lickin’ Good Dating Simulator,2019-09-24,4372,943,89.55
35211,The Lar,2019-06-10,82,43,89.52
35212,Super Jigsaw Puzzle: Generations,2019-04-04,233,33,89.5
35213,Pistol Whip,2019-11-07,213,231,89.49
35214,Pathologic 2,2019-05-23,1422,625,89.48
35215,MageQuit,2019-10-10,222,47,89.38
35216,The Long Drive,2019-09-25,3151,1776,89.31
35217,The Last Sovereign,2019-02-15,72,15,89.3
35218,CHAOS;CHILD,2019-01-23,137,142,89.29
35219,Hotel Sowls,2019-12-31,84,17,89.28
35220,Sakura no Mori † Dreamers 2,2019-03-15,65,11,89.28
35221,Red Dead Redemption 2,2019-12-05,70914,38777,89.27
35222,ΔV: Rings of Saturn,2019-08-12,360,84,89.26
35223,Trap Shrine,2019-03-29,184,90,89.25
35224,I Walk Among Zombies Vol. 2 (Adult Version),2019-08-12,35,2,89.25
35225,コイカツ / Koikatsu Party,2019-06-10,398,389,89.23
35226,ALIA’s CARNIVAL！,2019-11-15,94,18,89.21
35227,Coloring Game,2019-04-12,593,264,89.14
35228,The Song of Saya,2019-08-13,429,302,89.12
35229,9-nine-:Episode 1,2019-02-01,64,58,89.12
35230,EverStopped,2019-09-27,47,13,89.12
35231,ChronoBreach,2019-04-29,28,5,89.12
35232,Timeflow,2019-01-19,646,82,89.1
35233,Planet Zoo,2019-11-05,38630,6365,89.09
35234,Rock Simulator,2019-11-27,125,57,89.06
35235,AI: The Somnium Files,2019-09-18,998,508,89.02
35236,Onimusha: Warlords,2019-01-15,526,123,89.02
35237,Tree Simulator 2020,2019-03-26,15,17,89.02
35238,Eve of Souls: Static Pod,2019-06-05,46,16,89.02
35239,Fishy,2019-09-20,27,79,88.95
35240,Mr. Hopp's Playhouse,2019-11-15,88,73,88.93
35241,while True: learn(),2019-01-17,844,517,88.89
35242,MO:Astray,2019-10-25,492,345,88.89
35243,绮罗四时谭,2019-11-06,17,13,88.86
35244,Whispers of a Machine,2019-04-17,118,97,88.84
35245,Shepherd of Light,2019-09-04,55,37,88.82
35246,Forager,2019-04-18,13438,3222,88.81
35247,DRAGON QUEST BUILDERS™ 2,2019-12-10,3358,472,88.81
35248,Digimon Story Cyber Sleuth: Complete Edition,2019-10-17,2404,667,88.77
35249,Tailor Tales,2019-01-10,186,31,88.73
35250,SENRAN KAGURA Burst Re:Newal,2019-01-22,334,123,88.68
35251,Wilmot's Warehouse,2019-08-29,60,12,88.67
35252,Workers & Resources: Soviet Republic,2019-03-15,3891,1157,88.65
35253,Snakeybus,2019-05-10,519,142,88.62
35254,Tracks - The Train Set Game,2019-11-14,104,71,88.62
35255,Open World Game: the Open World Game,2019-11-19,133,167,88.6
35256,Drift86,2019-11-19,592,408,88.59
35257,Mutilate-a-Doll 2,2019-03-01,108,100,88.58
35258,Golden Treasure: The Great Green,2019-06-17,53,18,88.58
35259,I hate this game,2019-03-07,84,108,88.57
35260,Coloring Game: Little City,2019-08-16,289,56,88.57
35261,Glass Masquerade 2: Illusions,2019-02-28,932,191,88.56
35262,TheoTown,2019-06-05,97,101,88.52
35263,Higurashi When They Cry Hou - Ch.7 Minagoroshi,2019-07-18,49,12,88.52
35264,Legend of Keepers: Prologue,2019-10-10,803,174,88.48
35265,pact with a witch,2019-06-25,207,103,88.48
