,id,game,link,Primary Genre,Store Genres,Publisher,Developer,Detected Technologies,Store Asset Modification Time,review_percentage,players right now,24-hour peak,all-time peak,all-time date
216,216,Mega Man 11,/app/742300/,Action (1),Action (1),"CAPCOM CO., LTD.","CAPCOM CO., LTD.",,1 December 2022 – 05:29:15 UTC (5 months ago) (1669872555),91.0,9,22,"1,629",2018-10-02T18:00:05+00:00
217,217,Touhou: Scarlet Curiosity,/app/845880/,Action (1),"Action (1), RPG (3)",XSEED Games,Ankake Spa,,24 June 2021 – 22:43:06 UTC (2 years ago) (1624574586),92.0,0,5,164,2018-07-12T14:10:07+00:00
218,218,The Vagrant,/app/598700/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",SakuraGame,O.T.K Games,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis",18 September 2019 – 02:51:47 UTC (4 years ago) (1568775107),90.0,15,30,"1,268",2018-07-15T14:20:04+00:00
219,219,Welcome to Light Fields,/app/771310/,Casual (4),"Casual (4), Free to Play (37)",Google,Google,"Engine.Unity, SDK.OpenVR",16 February 2018 – 17:19:24 UTC (5 years ago) (1518801564),96.0,1,2,71,2018-03-15T21:00:09+00:00
220,220,I Walk Among Zombies Vol. 1 (Adult Version),/app/942850/,Adventure (25),Adventure (25),Denpasoft,Seacoxx,,5 September 2019 – 19:51:42 UTC (4 years ago) (1567713102),94.0,1,4,36,2019-08-17T15:00:06+00:00
221,221,Re Angel,/app/510680/,Indie (23),"Adventure (25), Indie (23)",Studio GU,Studio GU,"SDK.SDL, SDK.Vorbis",29 October 2022 – 07:43:42 UTC (6 months ago) (1667029422),98.0,0,0,73,2018-04-18T14:50:09+00:00
222,222,The Navigator,/app/907000/,Indie (23),"Adventure (25), Casual (4), Free to Play (37), Indie (23)",Team Navigator,Team Navigator,"Engine.Unity, SDK.Wwise",19 July 2018 – 21:34:18 UTC (5 years ago) (1532036058),96.0,0,0,22,2018-08-05T14:50:17+00:00
223,223,Full Metal Furies,/app/416600/,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Cellar Door Games,Cellar Door Games,"Engine.FNA, Engine.XNA, SDK.Discord, SDK.FMOD, SDK.SteamworksNET",28 October 2022 – 20:24:55 UTC (6 months ago) (1666988695),91.0,6,25,587,2018-01-21T06:10:04+00:00
224,224,Outlaws + A Handful of Missions,/app/559620/,Action (1),Action (1),Lucasfilm,LucasArts,SDK.Vorbis,8 November 2018 – 23:52:39 UTC (5 years ago) (1541721159),94.0,4,13,28,2018-12-28T19:00:06+00:00
225,225,Wrongworld,/app/664750/,Indie (23),"Action (1), Adventure (25), Indie (23), Simulation (28)",Sludj Games,Sludj Games,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.Vorbis",31 October 2022 – 11:20:17 UTC (6 months ago) (1667215217),94.0,0,2,44,2018-05-12T20:40:13+00:00
226,226,LEGO® DC Super-Villains,/app/829110/,Action (1),"Action (1), Adventure (25)",Warner Bros. Interactive Entertainment,TT Games,,31 March 2022 – 22:21:54 UTC (13 months ago) (1648765314),90.0,116,120,866,2021-04-04T17:30:04+00:00
227,227,Pummel Party,/app/880940/,Action (1),"Action (1), Casual (4), Indie (23)",Rebuilt Games,Rebuilt Games,"Engine.Unity, SDK.SteamworksNET, SDK.cURL",21 December 2018 – 04:57:12 UTC (4 years ago) (1545368232),89.0,"1,267","2,325","20,957",2022-12-06T13:25:04+00:00
228,228,Kabounce,/app/431930/,Action (1),"Action (1), Indie (23), Sports (18)",Stitch Heads Entertainment,Stitch Heads Entertainment,"Engine.Unreal, SDK.Discord, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis",23 October 2020 – 15:52:10 UTC (3 years ago) (1603468330),91.0,0,2,"2,597",2019-06-23T14:15:04+00:00
229,229,Candleman: The Complete Journey,/app/591630/,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",Candleman Games,Candleman Games,Engine.Unity,29 March 2022 – 05:36:03 UTC (13 months ago) (1648532163),92.0,1,3,127,2018-02-01T11:50:07+00:00
230,230,Garden Paws,/app/840010/,Indie (23),"Adventure (25), Indie (23), RPG (3), Simulation (28)",Bitten Toast Games Inc.,Bitten Toast Games Inc.,"Engine.Unity, SDK.FMOD",31 October 2022 – 11:20:00 UTC (6 months ago) (1667215200),91.0,52,71,340,2019-01-06T23:10:04+00:00
231,231,LUMINES REMASTERED,/app/851670/,Casual (4),"Casual (4), Indie (23)",Enhance,Resonair,Engine.Unity,1 November 2022 – 18:00:14 UTC (6 months ago) (1667325614),94.0,9,16,74,2018-06-27T01:40:10+00:00
232,232,Golf Peaks,/app/923260/,Indie (23),"Casual (4), Indie (23), Sports (18)",Afterburn,Afterburn,Engine.Unity,2 August 2022 – 08:29:35 UTC (9 months ago) (1659428975),94.0,0,3,39,2022-09-11T15:10:10+00:00
233,233,GLAD VALAKAS SIMULATOR,/app/796790/,Simulation (28),"Adventure (25), Casual (4), Indie (23), Simulation (28)",Snkl Studio,Snkl Studio,,30 October 2022 – 11:52:09 UTC (6 months ago) (1667130729),94.0,0,1,35,2018-06-15T16:20:13+00:00
234,234,OPUS: Rocket of Whispers,/app/742250/,Adventure (25),"Adventure (25), Indie (23)",SIGONO INC.,SIGONO INC.,Engine.Unity,14 November 2022 – 02:26:42 UTC (5 months ago) (1668392802),92.0,0,9,51,2018-02-09T13:10:11+00:00
235,235,Marble It Up!,/app/864060/,Action (1),"Action (1), Casual (4), Indie (23), Racing (9)","Alvios, Inc.",Blueteak,"Engine.Unity, SDK.Discord, SDK.Photon",28 October 2022 – 23:14:22 UTC (6 months ago) (1666998862),93.0,8,15,114,2018-11-18T23:50:08+00:00
236,236,Guacamelee! 2,/app/534550/,Indie (23),"Action (1), Adventure (25), Indie (23)",DrinkBox Studios,DrinkBox Studios,SDK.FMOD,28 October 2022 – 19:11:01 UTC (6 months ago) (1666984261),91.0,18,20,770,2018-08-26T19:50:05+00:00
237,237,FINAL FANTASY XII THE ZODIAC AGE,/app/595520/,RPG (3),RPG (3),Square Enix,Square Enix,SDK.SteamworksNET,10 March 2022 – 11:19:19 UTC (14 months ago) (1646911159),90.0,289,302,"8,386",2018-02-04T20:00:04+00:00
238,238,Dig or Die,/app/315460/,Action (1),"Action (1), Indie (23), RPG (3), Strategy (2)",Gaddy Games,Gaddy Games,Engine.Unity,3 November 2022 – 10:46:52 UTC (6 months ago) (1667472412),90.0,18,24,868,2018-07-15T19:50:05+00:00
239,239,Toaster Jam,/app/590950/,Casual (4),"Casual (4), Indie (23)",SnoutUp,SnoutUp,Engine.GameMaker,16 May 2020 – 16:01:08 UTC (3 years ago) (1589644868),98.0,0,4,"1,008",2023-01-19T10:25:04+00:00
240,240,Lily's Night Off,/app/890750/,Adventure (25),"Adventure (25), Simulation (28)",Kyuppin,Kyuppin,Engine.Unity,7 December 2019 – 23:15:53 UTC (3 years ago) (1575760553),100.0,0,0,7,2018-08-20T05:50:19+00:00
241,241,月夜下的紅茶杯 ~ Blacktea With Moon,/app/836490/,Indie (23),"Indie (23), RPG (3)",凝冰剑斩,凝冰剑斩,Engine.RPGMaker,6 September 2019 – 04:07:08 UTC (4 years ago) (1567742828),93.0,0,1,22,2018-05-09T13:20:13+00:00
242,242,Nowhere Patrol,/app/961660/,Action (1),"Action (1), Indie (23)",Slugsoft,Slugsoft,"Engine.MonoGame, SDK.SDL, SDK.SteamworksNET",1 September 2020 – 05:31:39 UTC (3 years ago) (1598938299),97.0,0,2,14,2018-11-05T23:00:20+00:00
243,243,Supipara - Chapter 2 Spring Has Come!,/app/762930/,Adventure (25),Adventure (25),MangaGamer,minori,,18 September 2019 – 19:45:06 UTC (4 years ago) (1568835906),100.0,0,1,19,2018-04-13T02:20:13+00:00
244,244,For The King,/app/527230/,RPG (3),"Adventure (25), Indie (23), RPG (3), Strategy (2)",Curve Games,IronOak Games,"Engine.Unity, SDK.Discord, SDK.EpicOnlineServices, SDK.Photon, SDK.Wwise",16 January 2023 – 16:10:33 UTC (3 months ago) (1673885433),88.0,"1,690","2,388","9,625",2020-02-10T13:50:04+00:00
245,245,GNOG,/app/290510/,Indie (23),"Adventure (25), Casual (4), Indie (23)",Double Fine Presents,KO_OP,"Engine.Unity, SDK.OculusXRPlugin, SDK.OpenVR",5 November 2019 – 16:06:25 UTC (4 years ago) (1572969985),92.0,1,3,68,2020-04-05T20:50:05+00:00
246,246,Shaolin vs Wutang,/app/466110/,Action (1),"Action (1), Casual (4), Indie (23)",J..Bowman,J.Bowman,Engine.Unity,30 October 2022 – 13:00:34 UTC (6 months ago) (1667134834),92.0,1,2,38,2018-07-28T15:20:15+00:00
247,247,Answer The Question,/app/425770/,Indie (23),"Casual (4), Indie (23)",Say Again Studio,Penny McDonald,"SDK.SDL, SDK.Vorbis",31 July 2018 – 06:26:25 UTC (5 years ago) (1533018385),97.0,0,0,9,2018-08-04T17:40:22+00:00
248,248,Dragon Cliff 龙崖,/app/758190/,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28), Strategy (2)",Meta Interaction,Meta Interaction,Engine.Unity,9 June 2021 – 03:38:33 UTC (2 years ago) (1623209913),89.0,301,454,"5,953",2018-05-15T13:30:04+00:00
249,249,Maitetsu,/app/714800/,Casual (4),Casual (4),Sekai Project,Lose,"Engine.KiriKiri, SDK.Vorbis",5 September 2019 – 18:00:39 UTC (4 years ago) (1567706439),94.0,1,3,37,2018-07-01T07:50:14+00:00
250,250,Viki Spotter: Camping,/app/893730/,Casual (4),"Casual (4), Free to Play (37), Indie (23)",For Kids,For Kids,Engine.Unity,18 October 2022 – 12:13:59 UTC (6 months ago) (1666095239),96.0,0,0,73,2020-05-22T23:50:28+00:00
251,251,Hiding Spot,/app/950140/,Indie (23),Indie (23),Corey Martin,Corey Martin,Engine.Unity,24 June 2019 – 15:25:11 UTC (4 years ago) (1561389911),98.0,0,1,10,2022-05-21T14:40:19+00:00
252,252,Ultimate Fishing Simulator,/app/468920/,Simulation (28),"Casual (4), Simulation (28), Sports (18)",Ultimate Games S.A.,Bit Golem,"Engine.Unity, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Photon, SDK.Vorbis",25 January 2023 – 09:04:28 UTC (3 months ago) (1674637468),89.0,28,46,"2,485",2022-08-25T15:10:04+00:00
253,253,"Just, Bearly",/app/792030/,Indie (23),"Casual (4), Indie (23)",Daniel J Roberts,Daniel J Roberts,Engine.GameMaker,22 May 2018 – 02:33:14 UTC (5 years ago) (1526956394),93.0,0,1,12,2018-05-31T20:10:20+00:00
254,254,Pleasure Puzzle:Portrait,/app/939620/,Indie (23),"Casual (4), Indie (23), Simulation (28)",冷笑黑妖,冷笑黑妖,Engine.Unity,31 May 2020 – 03:14:24 UTC (3 years ago) (1590894864),91.0,1,4,619,2020-03-21T12:40:04+00:00
255,255,Shooty Skies,/app/702810/,Action (1),"Action (1), Free to Play (37), Indie (23)",Mighty Games,Mighty Games,Engine.Unity,29 October 2019 – 05:33:59 UTC (4 years ago) (1572327239),91.0,2,6,345,2018-03-10T14:30:06+00:00
256,256,Changed,/app/814540/,Indie (23),"Adventure (25), Indie (23), RPG (3)",DragonSnow,DragonSnow,Engine.RPGMaker,29 October 2022 – 06:21:01 UTC (6 months ago) (1667024461),89.0,53,53,171,2018-04-05T13:20:07+00:00
257,257,Wayhaven Chronicles: Book One,/app/800600/,Indie (23),"Adventure (25), Indie (23), RPG (3)",Hosted Games,Hosted Games,Container.Electron,27 March 2020 – 18:57:51 UTC (3 years ago) (1585335471),94.0,21,33,130,2018-03-09T02:00:06+00:00
258,258,Beneath the Surface,/app/792050/,Sports (18),Sports (18),carla51,carla51,Engine.Unity,28 October 2018 – 21:48:11 UTC (5 years ago) (1540763291),94.0,0,4,59,2021-04-22T03:40:07+00:00
259,259,Totally Accurate Battlegrounds,/app/823130/,Indie (23),"Action (1), Free to Play (37), Indie (23)",Landfall,Landfall,"AntiCheat.EasyAntiCheat, Engine.Unity, SDK.EpicOnlineServices, SDK.FMOD, SDK.Photon, SDK.cURL",6 April 2021 – 16:36:05 UTC (2 years ago) (1617726965),88.0,562,634,"29,438",2018-06-09T20:40:03+00:00
260,260,NEKO-NIN exHeart 2,/app/828580/,Indie (23),"Casual (4), Indie (23)",Sekai Project,Whirlpool,,4 September 2019 – 19:36:34 UTC (4 years ago) (1567625794),95.0,0,2,47,2018-04-29T15:20:12+00:00
261,261,NavalArt,/app/842780/,Simulation (28),"Indie (23), Simulation (28), Strategy (2), Early Access (70)",Rig&Zig Entertainment,Rigidbody,"Engine.Unity, SDK.UnityBurst",29 July 2022 – 19:13:39 UTC (9 months ago) (1659122019),91.0,56,107,298,2022-08-01T14:10:06+00:00
262,262,Hidden Paws Mystery,/app/937850/,Indie (23),"Casual (4), Indie (23)",Manic Hyena,Manic Hyena,Engine.Unity,21 June 2019 – 03:55:05 UTC (4 years ago) (1561089305),95.0,0,3,13,2022-06-29T09:40:15+00:00
263,263,Gizmo,/app/979260/,Action (1),"Action (1), Indie (23)",Milo Games,Dane Winn,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Vorbis",20 November 2018 – 07:13:33 UTC (5 years ago) (1542698013),95.0,0,0,23,2018-12-05T19:20:05+00:00
264,264,Steven Universe: Save the Light,/app/821890/,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Cartoon Network Games,Grumpyface Studios,Engine.Unity,27 September 2019 – 18:57:54 UTC (4 years ago) (1569610674),91.0,12,26,200,2018-08-15T19:40:07+00:00
265,265,cyubeVR,/app/619500/,Indie (23),"Adventure (25), Indie (23), Early Access (70)",Stonebrick Studios,Stonebrick Studios,"Engine.Unreal, SDK.CEF, SDK.Intel_OID, SDK.NVIDIA_APEX, SDK.NVIDIA_DLSS, SDK.NVIDIA_GeForce_Now, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OpenVR, SDK.OpenXR, SDK.Steam_Audio, SDK.Vorbis, SDK.XAudio2",17 November 2022 – 06:31:29 UTC (5 months ago) (1668666689),92.0,1,5,38,2022-07-23T23:50:08+00:00
266,266,Ys: Memories of Celceta,/app/587110/,Action (1),"Action (1), RPG (3)",XSEED Games,Nihon Falcom,,24 June 2021 – 23:16:22 UTC (2 years ago) (1624576582),92.0,18,22,263,2018-07-29T18:00:07+00:00
267,267,Age of History II,/app/603850/,Strategy (2),Strategy (2),Łukasz Jakowski Games,Łukasz Jakowski,SDK.JVM,28 October 2022 – 20:10:30 UTC (6 months ago) (1666987830),88.0,"2,091","2,108","2,901",2022-02-26T19:30:03+00:00
268,268,Dream Car Builder,/app/488550/,Racing (9),"Indie (23), Racing (9), Simulation (28)",RoKo0 (Roman Konyukhov),RoKo0 (Roman Konyukhov),Engine.Unity,29 October 2019 – 03:09:51 UTC (4 years ago) (1572318591),91.0,14,20,75,2021-01-13T17:20:06+00:00
269,269,Jimmy and the Pulsating Mass,/app/706560/,RPG (3),"Indie (23), RPG (3)",Kasey Ozymy,Kasey Ozymy,"Engine.RPGMaker, SDK.Vorbis",18 February 2020 – 20:24:06 UTC (3 years ago) (1582057446),93.0,3,6,54,2018-08-12T01:30:14+00:00
270,270,Forgotton Anne,/app/542050/,Adventure (25),"Action (1), Adventure (25), Casual (4), Indie (23)",ThroughLine Games,ThroughLine Games,"Engine.Unity, SDK.Bink_Video, SDK.Wwise",1 November 2022 – 07:57:10 UTC (6 months ago) (1667289430),91.0,2,4,143,2018-05-16T19:30:07+00:00
271,271,Up Left Out,/app/867380/,Indie (23),Indie (23),Maciej Targoni,Maciej Targoni,Engine.Unity,26 April 2022 – 09:43:21 UTC (12 months ago) (1650966201),94.0,0,3,8,2018-11-14T19:20:24+00:00
272,272,The Crooked Man,/app/736570/,Adventure (25),"Adventure (25), Casual (4), Indie (23)",PLAYISM,Uri Games,Engine.WolfRPGEditor,1 November 2022 – 03:35:18 UTC (6 months ago) (1667273718),92.0,4,8,23,2021-05-20T03:20:07+00:00
273,273,Ostalgie: The Berlin Wall,/app/774091/,Strategy (2),"Indie (23), Simulation (28), Strategy (2)",Kremlingames,Kremlingames,Engine.Unity,15 June 2019 – 07:52:55 UTC (4 years ago) (1560585175),92.0,16,22,"2,548",2018-09-14T05:30:04+00:00
274,274,Shining Song Starnova,/app/675240/,Casual (4),Casual (4),Sekai Project,Love in Space,"Engine.RenPy, SDK.SDL",28 October 2022 – 20:23:51 UTC (6 months ago) (1666988631),94.0,2,5,57,2018-09-16T20:10:14+00:00
275,275,My Holiday,/app/904320/,RPG (3),"Casual (4), Indie (23), RPG (3)",StellarXiela,StellarXiela,"Engine.RPGMaker, SDK.Greenworks, SDK.NWJS, SDK.NodeJS",28 October 2022 – 20:37:05 UTC (6 months ago) (1666989425),96.0,0,0,93,2018-08-22T13:50:10+00:00
276,276,Northgard,/app/466560/,Indie (23),"Indie (23), Simulation (28), Strategy (2)",Shiro Unlimited,Shiro Games,"Engine.HashLink, Engine.Heaps, SDK.EpicOnlineServices, SDK.NWJS, SDK.NodeJS, SDK.OpenAL, SDK.SDL, SDK.Vorbis",3 March 2023 – 09:31:29 UTC (2 months ago) (1677835889),88.0,"2,375","2,805","20,235",2022-07-31T15:25:04+00:00
277,277,My Memory of Us,/app/651500/,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23)",IMGN.PRO,Juggler Games,"Engine.Unity, SDK.Wwise, SDK.XAudio2",24 November 2022 – 15:56:00 UTC (5 months ago) (1669305360),92.0,3,5,38,2018-10-09T17:30:15+00:00
278,278,Feather Of Praying 羽翼的祈愿,/app/869840/,Indie (23),"Adventure (25), Indie (23)",Eternal Dream,秋之忧郁,Engine.RPGMaker,6 September 2019 – 12:58:13 UTC (4 years ago) (1567774693),95.0,0,2,42,2018-06-10T13:40:15+00:00
279,279,Assault Spy,/app/767930/,Action (1),"Action (1), Indie (23)","NIS America, Inc.",Wazen,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.Vorbis",14 November 2022 – 23:34:36 UTC (5 months ago) (1668468876),92.0,2,5,67,2019-06-04T15:00:04+00:00
280,280,Human-powered spacecraft,/app/699180/,Indie (23),"Casual (4), Indie (23)",Shiv,Shiv,"SDK.NWJS, SDK.NodeJS",3 February 2020 – 18:40:11 UTC (3 years ago) (1580755211),92.0,0,0,37,2020-04-24T12:50:05+00:00
281,281,Sam & Dan: Floaty Flatmates,/app/978270/,Adventure (25),"Action (1), Adventure (25), Free to Play (37), Indie (23), Strategy (2)",Pelican Party Studios,Pelican Party Studios,"Engine.Unity, SDK.OpenVR",1 November 2019 – 16:11:50 UTC (4 years ago) (1572624710),92.0,0,4,37,2019-01-13T00:00:00+00:00
282,282,Squirm,/app/778330/,Indie (23),"Adventure (25), Indie (23)",Alex Carpenter,Alex Carpenter,Engine.Unity,16 January 2020 – 03:13:23 UTC (3 years ago) (1579144403),96.0,0,0,15,2018-04-01T18:30:20+00:00
283,283,Lagoon Lounge : The Poisonous Fountain,/app/857690/,Adventure (25),"Adventure (25), Casual (4), Indie (23), Simulation (28)",KAIJYU-09,KAIJYU-09,Engine.Unity,15 November 2022 – 15:06:47 UTC (5 months ago) (1668524807),93.0,1,3,90,2018-07-06T14:40:09+00:00
284,284,Neverwinter Nights: Enhanced Edition,/app/704450/,RPG (3),RPG (3),Beamdog,Beamdog,"Engine.Aurora, SDK.OpenAL",15 December 2020 – 18:56:33 UTC (2 years ago) (1608058593),89.0,882,"1,132","2,410",2020-04-25T21:10:03+00:00
285,285,F1 2018,/app/737800/,Sports (18),"Racing (9), Simulation (28), Sports (18)",Codemasters,Codemasters,"SDK.AMD_GPU_Services, SDK.Bink_Video, SDK.NVIDIA_Ansel, SDK.Tobii",30 August 2018 – 09:15:03 UTC (5 years ago) (1535620503),88.0,248,269,"9,809",2018-08-26T16:00:04+00:00
286,286,東方憑依華　～ Antinomy of Common Flowers.,/app/716710/,Indie (23),"Action (1), Indie (23)","SUNFISH Co., Ltd.",黄昏フロンティア,,31 October 2022 – 04:55:14 UTC (6 months ago) (1667192114),90.0,3,7,"1,463",2018-01-05T11:50:03+00:00
287,287,qop 4,/app/966630/,Indie (23),"Casual (4), Indie (23)",Quiet River,Quiet River,,4 November 2022 – 09:04:41 UTC (6 months ago) (1667552681),95.0,0,2,95,2022-11-04T11:50:07+00:00
288,288,Scythe: Digital Edition,/app/718560/,Strategy (2),Strategy (2),The Knights of Unity,The Knights of Unity,"Engine.Unity, SDK.cURL",10 March 2022 – 09:29:46 UTC (14 months ago) (1646904586),90.0,75,120,"1,237",2020-04-04T20:30:04+00:00
289,289,Indiana Jones® and the Emperor's Tomb™,/app/560430/,Action (1),"Action (1), Adventure (25)",Lucasfilm,LucasArts,"SDK.Bink_Video, SDK.Miles_Sound_System",9 November 2018 – 00:01:27 UTC (5 years ago) (1541721687),92.0,11,12,65,2018-11-20T20:10:10+00:00
290,290,Maximum Action,/app/853770/,Indie (23),"Action (1), Indie (23), Early Access (70)",Balloon Moose Games,George Mandell,Engine.Unity,2 November 2022 – 00:02:22 UTC (6 months ago) (1667347342),90.0,13,14,132,2020-09-05T19:40:04+00:00
291,291,Grisaia Phantom Trigger Vol.4,/app/761670/,Adventure (25),"Adventure (25), Casual (4)",Frontwing USA,Frontwing,"Engine.KiriKiri, SDK.Vorbis",15 April 2021 – 03:55:01 UTC (2 years ago) (1618458901),97.0,0,2,60,2018-01-27T10:20:10+00:00
292,292,Myst III: Exile,/app/925930/,Adventure (25),"Adventure (25), Casual (4)",Cyan Worlds Inc,Presto Studios,SDK.SDL,11 January 2021 – 19:39:32 UTC (2 years ago) (1610393972),94.0,11,17,57,2021-01-02T21:10:08+00:00
293,293,FoxTail,/app/581360/,Adventure (25),"Adventure (25), Indie (23), Early Access (70)",Artem Vodoriz,Gingertips Game Studio,"Engine.Wintermute, SDK.BASS, SDK.FreeImage, SDK.SDL",29 October 2022 – 08:56:55 UTC (6 months ago) (1667033815),93.0,0,2,32,2020-05-07T16:40:06+00:00
294,294,Metal Fatigue,/app/888040/,Strategy (2),Strategy (2),Nightdive Studios,Zono,"SDK.Miles_Sound_System, SDK.Vorbis",25 September 2019 – 01:46:56 UTC (4 years ago) (1569376016),93.0,7,12,61,2018-08-01T19:00:11+00:00
295,295,Thronebreaker: The Witcher Tales,/app/973760/,RPG (3),"Adventure (25), RPG (3)",CD PROJEKT RED,CD PROJEKT RED,"Engine.Unity, SDK.Wwise",28 April 2022 – 11:29:08 UTC (12 months ago) (1651145348),88.0,91,123,"3,371",2018-11-11T14:50:04+00:00
296,296,Through the Ages,/app/758370/,Strategy (2),"Indie (23), Strategy (2)",CGE Digital,CGE Digital,SDK.CEF,31 October 2022 – 13:28:30 UTC (6 months ago) (1667222910),90.0,133,148,747,2018-04-02T15:00:06+00:00
297,297,Diesel Railcar Simulator,/app/750170/,Simulation (28),"Indie (23), Simulation (28), Early Access (70)",Lapioware,Lapioware,Engine.Unity,23 December 2020 – 17:11:42 UTC (2 years ago) (1608743502),94.0,1,4,37,2018-03-10T21:30:12+00:00
298,298,Pipe Push Paradise,/app/721390/,Indie (23),Indie (23),Corey Martin,Corey Martin,Engine.Unity,24 June 2019 – 15:06:01 UTC (4 years ago) (1561388761),96.0,0,2,8,2020-03-21T14:50:08+00:00
299,299,Rust,/app/252490/,Action (1),"Action (1), Adventure (25), Indie (23), Massively Multiplayer (29), RPG (3)",Facepunch Studios,Facepunch Studios,"AntiCheat.EasyAntiCheat, Engine.Unity, SDK.EpicOnlineServices, SDK.NVIDIA_DLSS, SDK.UnityBurst, SDK.XAudio2",16 March 2023 – 14:12:08 UTC (last month) (1678975928),86.0,"85,954","92,332","245,243",2021-01-16T21:30:04+00:00
300,300,Atelier Lydie & Suelle ~The Alchemists and the Mysterious Paintings~,/app/756590/,RPG (3),RPG (3),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,28 March 2018 – 06:03:28 UTC (5 years ago) (1522217008),92.0,0,4,398,2018-04-02T13:50:06+00:00
301,301,Hero-U: Rogue to Redemption,/app/375440/,Adventure (25),"Adventure (25), Indie (23), RPG (3)",Transolar Games,Transolar Games,Engine.Unity,5 June 2021 – 00:32:41 UTC (2 years ago) (1622853161),92.0,0,3,209,2018-07-15T22:30:07+00:00
302,302,Vagante,/app/323220/,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",Nuke Nine,Nuke Nine,"SDK.OpenAL, SDK.Vorbis",12 July 2021 – 23:29:25 UTC (2 years ago) (1626132565),89.0,80,105,518,2018-02-25T21:50:04+00:00
303,303,Wrench,/app/936720/,Simulation (28),"Indie (23), Racing (9), Simulation (28), Early Access (70)",Missing Digit,Missing Digit,"Engine.Unreal, SDK.NVIDIA_APEX, SDK.NVIDIA_DLSS, SDK.NVIDIA_Nsight_Aftermath, SDK.NVIDIA_PhysX, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Vorbis, SDK.XAudio2",2 November 2022 – 17:17:11 UTC (6 months ago) (1667409431),91.0,8,15,150,2018-12-19T20:50:03+00:00
304,304,Supaplex,/app/833140/,Casual (4),"Action (1), Casual (4), Indie (23)",InArcade,InArcade,Engine.Unity,22 January 2022 – 17:20:39 UTC (15 months ago) (1642872039),95.0,10,12,37,2022-01-30T17:40:11+00:00
305,305,qop 3,/app/864300/,Indie (23),"Casual (4), Indie (23)",Quiet River,Quiet River,,29 October 2022 – 12:03:25 UTC (6 months ago) (1667045005),93.0,0,2,985,2022-04-28T22:30:03+00:00
306,306,Heaven Will Be Mine,/app/836450/,Indie (23),Indie (23),Pillow Fight,Pillow Fight,Engine.Unity,24 June 2019 – 20:58:33 UTC (4 years ago) (1561409913),93.0,0,2,111,2018-07-26T01:00:08+00:00
307,307,Electronauts,/app/691160/,Casual (4),"Casual (4), Indie (23)",Survios,Survios,"Engine.Unity, SDK.OculusXRPlugin, SDK.OpenVR, SDK.Photon",16 August 2019 – 03:46:37 UTC (4 years ago) (1565927197),92.0,0,3,69,2018-08-07T00:00:00+00:00
308,308,Atelier Rorona ~The Alchemist of Arland~ DX,/app/936160/,RPG (3),RPG (3),"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,5 December 2018 – 02:32:03 UTC (4 years ago) (1543977123),92.0,6,26,256,2019-11-12T14:30:03+00:00
309,309,LIBRARY,/app/865270/,Indie (23),Indie (23),Happy Snake Games,Happy Snake,Engine.Unity,26 June 2020 – 07:27:16 UTC (3 years ago) (1593156436),96.0,0,1,13,2018-08-11T19:10:21+00:00
310,310,Circle Empires,/app/834740/,Strategy (2),"Casual (4), Indie (23), Strategy (2)",Iceberg Interactive,Luminous,Engine.Unity,21 October 2019 – 12:05:32 UTC (4 years ago) (1571659532),89.0,14,26,"1,011",2018-08-09T15:50:04+00:00
311,311,天岚行 - Through the Mist and Sky,/app/865880/,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23), RPG (3)",FHNBHJ,FHNBHJ,Engine.RPGMaker,29 October 2022 – 05:04:07 UTC (6 months ago) (1667019847),95.0,0,2,63,2018-06-09T08:00:10+00:00
312,312,True Fear: Forsaken Souls Part 2,/app/935580/,Adventure (25),"Adventure (25), Casual (4)",The Digital Lounge,Goblinz Enterprises Ltd,"Engine.Unity, SDK.OculusXRPlugin",31 October 2022 – 12:23:08 UTC (6 months ago) (1667218988),92.0,5,9,153,2018-11-03T19:10:08+00:00
